img_paths,labels,pred_labels
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_27b_6.jpg,械令選補丁壮編入隊伍以成兵數更圖後󰁮,防令選補丁莊綱入隊伍以咸兵數更圖後舉
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_47b_8.jpg,奔北莫諸将股慄各收殘卒遁回京邑官兵大,卒北莫誘將朕際各收殘辛逋曰京邑官兵大
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_23a_11.jpg,此舅果能超然覺悟追悔前咎思先祖之勳業,帖舅果能關然𮗓信追侮前徃思先稱之勒禁
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_64a_8.jpg,紫𢄼間碧以天珍公主嫁威肃公文璧封文璧,蓬耀間󰏲以天珍公主嫁威肃公文璧封文靈
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_15a_11.jpg,帝迎春于廣文亭慶成感靈殿宴群臣尙書李,帝迎春于廣文亭󰆑成感靈殿寘群臣上書李
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_36b_7.jpg,師鑠欲棄本營入安塲䦕從帝然士卒願降于,師鑠欲棄本營入安塲䦕從帝然士卒願降于
Tale of Kieu 1866/page034b_9.jpg,水死者過半餘各自迯生惟南道将阮倦遠避,水死者過半餘各目迯生惟南道将阮倦遠避
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_80b_6.jpg,夏五月地裂星流六月旱綠囚雨至秋七月民,買五月地裂星流六月旱録囚雨至秋七月民
Tale of Kieu 1871/page132_12.jpg,春正月改元大赦封太,春正月改元大赦封太
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_39a_3.jpg,論黎邦以察壻𢫔出入察家特賜流遠州以,論黎󰘊以察壻𢫔出入察家特賜流遠州以
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_42b_2.jpg,討郭卜之亂按罪有差,討郭卜之亂按罪有道
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_24a_6.jpg,善惡民命政事簿書獄訟要處置得宜不得徇,善惡民命政事簿書獄訟要處置得宜不得徇
Tale of Kieu 1866/page061b_21.jpg,隙及占城再㓂化州乃命將出師擒其主賁,隙及占城再冦化州乃命将出師擒其主賁
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_3b_12.jpg,後主中饋性峭𦂳教誨頗嚴而帝承順惟謹上皇,後主中續性帽宗教誨顯嚴而帝承順惟謹上皇
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_38a_2.jpg,春正月仍給開國功臣黎,春正月仍給開丙申
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_3b_4.jpg,索鹹盐則乂安安邦地方海無鱗以填餓喙太,索献藴則乂安妻别地方海口鎮以鎮馘家太
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_13a_3.jpg,三󰅾清野萧然明人退人民復業漢蒼遣三,三帶清野董然明人退人民復業漢蒼遣知
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_35b_6.jpg,政司右通政徐琦等捧賫印章來命帝權署安南,政司右邇政徐琦等捧賫印章來命帝權署安南
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_31a_12.jpg,聖激切屏營之至謹装潢成帙封全隨,聖嗷切屏營之至謹裝黄成快封全隨
Tale of Kieu 1872/page80a_12.jpg,聲相近青當作菁盛也禾刀木黎字也十八子李,聲相近青當作青感也未刀木黎寧也十八子李
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_2b_7.jpg,城去處增置屯田及徵太原宣光三江稻榖為,城去處增置屯田及徵太原宣光三江稻榖為
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_9b_0.jpg,九月駢至南定峯州蠻眾近五萬方穫田禾駢掩,九月駢至南定峯州蠻眾近五萬方張田禾駢掩掩
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_23a_3.jpg,庸所破叔懋餘歡等兵稍却興賢等四人擁盾,庸所破叔懋餘歡等兵蒲却興實等四人擁皆
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_2b_1.jpg,仁惠王󰆑餘自排盎入朝鎮人吿󰆑餘貪鄙行,仁惠王󰆑餘自排盗入朝鎮人告󰆑餘貪鄙行
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_27b_2.jpg,追錢入己請寘於法以警其餘,追錢八己請貞於法以警其餘
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_6a_15.jpg,問即傳諸疑皆有師説意思詳密又尙書古今大,間即傳諸疑皆有師説意思詳密又尚書旨今大
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_17a_22.jpg,太監黎阮於襾扶烈阮堅壁拒敵帝促令黎禮,太監黎阮扵西扶烈阮堅壁拒敵帝促令黎禮
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_17b_15.jpg,都督同知阮授髙才黎仕厚並爲都督僉事吳,都督同知阮投髙才黎仕厚並爲都督僉事吳
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_72a_2.jpg,國會典以子午卯酉鄕試辰戌丑未會試惟,國會典以子年卯酉鄕試辰戎丑未會試惟
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_68b_3.jpg,景來追捕逃亡景至自洮江路及景還上命太,誤來追捕人景至自沈江路及景還上命太
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_69b_8.jpg,黎仁等歲貢阮德貞范穆等奏占城󰲡邉事定,黎仁等歲貢阮德貞范穆等奏占城襲聖事真
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_21b_3.jpg,復安乞還許嗞未至京師而卒贈太保漢超,復安乞還許之未至京師而卒贈太保漢超
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_14a_8.jpg,兵糧自天䦕至京北連路不絶,兵數自天関至京北𨕭路不絶
Luc Van Tien/nlvnpf-0059-056_14.jpg,名缹諸簡󰀋永匕無窮焉二月明張輔劄閲,名垂諸簡冊永心無󰠃焉二月明張輔響閣
Tale of Kieu 1871/page110_1.jpg,百五十船八天八百六十五初黃晦卿受命,百五十船八千八百六十五初黄晦卿登命
Luc Van Tien/nlvnpf-0059-029_4.jpg,其禮猪一羊一食品紙前幢節香花凡八十卓,其禮婚一羊一食品紙錢簿節香花凡八十年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_6a_4.jpg,今降諸縣路各置常川掾吏一人諳曉簿牒頗能,令降諸縣路各置常州掾吏一人諧曉簿牒頗能
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_65a_1.jpg,平頭轎五品以上青盖六七品皂紙盖騶從,千頭轎五品以上青盖六七品皇紙盖之從
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_8a_17.jpg,菜典牧各所司北軍府京北諒山等処三司軍,菜與牧各所司北軍府京北諒山等處三司軍
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_40a_11.jpg,五王帳記梁得朋優等阮貴雅落韻出爲附翼,五王帳記梁得朋優等阮貴雅落贑萬壽十一
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_13b_1.jpg,廟百官著朝服行新禮自此始行遣阮廌參知,廟百官著朝服行新禮自此始行遣阮廌參知
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_55b_5.jpg,制鄭松差副将拨郡公范𠃔生将本部兵鎮守,制鄭松差副将校郡公范𠃔生将本部兵鎮守
Tale of Kieu 1866/page047a_16.jpg,之朋哙吏理芇朱明,之朋哙吏理芇朱明
Tale of Kieu 1872/page16a_19.jpg,󰥭謝曰聖度包荒非臣愚所能及𥘉上皇将征,拜謝曰聖度包荒非臣愚所䏻及𥘉上皇將征
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_15b_7.jpg,人曲顥據州治稱節度使志在相圖是歲唐亡,人期據揀州治稱節度使志在相罸是歲唐帝
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_46a_2.jpg,大夫杜子澄報云已差行遣司陳堯俞督諸路,大夫杜子澄報云已差行遣司陳堯俞督諸路
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_31b_9.jpg,定國仁心愛民至誠感天與夫代叛討乱南北,定國仁心愛民至誠感天𭁈夫伐叛討社南北
Tale of Kieu 1871/page021_17.jpg,以是年爲神,以是年為神
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_13b_1.jpg,詳查檢送問若有其材異䏻特旨陞除不拘此,詳查檢逞問若有奇材異献特旨陞除不拘既
Tale of Kieu 1872/page79b_5.jpg,自奔潰賊乘勢追至河邊統領官副都将太保,有奔潰賊乘勢追至河邊統領官調都将大保
Tale of Kieu 1872/page15b_15.jpg,祖德率其眾千餘人駐于音洞聲言捉迯賊岑望,得德率其眾千餘人駐于皆洞蘇言捉逄賊岑挈
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_8a_7.jpg,取前所藏錢貨時二山俱崩洞口開塞鑿開不,取前所藏錢貨時二山俱庯洞尸閉塞本本處
Tale of Kieu 1871/page061_4.jpg,清定召刺史吕岱還合浦太守薜綜上疏曰昔帝,清定召刺史臣岱還合浦太守藩辭上疏曰昔帝
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_36b_1.jpg,應變有治民才人服其能,應變有治氏才人服其能其能
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_32b_5.jpg,秋九月帝幸哥來捕象又幸哥覽還京師冬,秋九月帝幸哥來捕象又幸哥覧還京師冬
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_29b_2.jpg,旗色自為前隊諸水軍隨後陸續󰱥進是夜彦,旗色自爲前隊諸水軍降後降鐵󰱥進是夜汝
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_28b_4.jpg,許明人講和令北江諒江修橋梁道路又令諸,許明人講和令北江諒江修橋梁道路又令諸
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_22a_0.jpg,年加太傅阮熾入内右相國,年加太傅挺熾八内右相國
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_32b_1.jpg,我誦經罷當自盡已而入寝房祝曰我家天下已,我誦經󰰾當自盡已而入寢房祝曰我家天下已
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_18a_2.jpg,㓂擾其南宋師侵其北權臣攝政國内離心丁,㓂擾其南宋師侵其先權臣攝政國内離心丁
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_27b_3.jpg,於東市以作匿名書誹謗國,於東市以作匿名書訓誘誇金
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_31b_7.jpg,年月日書薨亦然此止,年月日書兼亦然此也
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_20b_5.jpg,跣匍伏稽首跪上降表盡籍國中土地軍民官,既匐伏󰏲首䟽上降表盡籍國中土地軍民官
Tale of Kieu 1872/page08a_6.jpg,統年間子茶福盗其父茶遂骸骨迯㱕其國留,統年間子茶福蓄莫父茶遂骸骨迯歸其國留
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_91b_4.jpg,武瓊賛曰帝天資日表隆凖龍顔神采異常,武瓊賛曰帝天資日表隆津龍顔神釆異常
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_5a_6.jpg,令通事鄧孝祿将崔聚黄福並所俘獲人及,将令通事軍李祿将崔黎黄福并所俘獲人及
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_32b_1.jpg,土該籍官隨分大小准當差人夫每人叁陌買,士該籍官隨分大小准當差人夫每人叄陌買
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_9a_3.jpg,諒山一縣七州寕朔一府七縣并奉天府二縣,諒山一縣七州寧朔一府七縣并奉天府二縣
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_6a_4.jpg,秋八月東方有白虹長半天,秋八月更出百耳政旱天
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_3a_10.jpg,𤼵及停徵諸税三年季犛漢蒼率将佐官屬,𤼵及俘徵諸税三年季犛漢蒼率将佐官衙
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_31a_7.jpg,帶入朝十四日忙禮州刁孟旺母來降,帶入朝十四日忙禮州刁刁刁之旺母來降
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_18a_2.jpg,其䏻奮士氣以勦強冦也宜哉,其䏻奮士氣以劉強也宜哉
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_36a_5.jpg,行宫省耕公田夏五月員外郎吳紹献,行宫省耕公田夏五月賣外郎吳紹献
Tale of Kieu 1872/page56b_6.jpg,北使舘士㝠衣火塟之,迁供舘以冥衣火塟之
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_46a_14.jpg,無嗣繼承大綂公主皆分各路爲湯沐邑獨委任,無嗣繼承大統公主皆分各路為湯沐邑獨委任
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_70b_2.jpg,二十六日開廣獄房漆補守獄應差,二十六日開廣獄房添補守獄應差
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_27b_3.jpg,復遣李若拙賫詔書及玉帶來賜既至帝郊迎慢,復遣李若拙賫韶書及玉帶來賜既至帝郊迎優
Luc Van Tien/nlvnpf-0059-071_10.jpg,弘信大夫陪從太僕寺卿知侍内書寫兵,弘信大夫陪從太僕寺卿知侍内書寫兵
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_13b_6.jpg,致討雲集熊羆之士皷行蛇豕之區社席遐氓,致討雲寒燕謙之壬皷行𨿽來之區祥驩遐漢
Tale of Kieu 1866/page044b_3.jpg,百餘屋初錦江縣明决社匠人武如蘇,百餘屋初錦江縣明决社西人武如蘇
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_17a_8.jpg,下故初政藹有可觀乂安順化部中羣盗並,下故𥘉政讀有可觀乂安順化部中羣盗並並
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_5a_5.jpg,女婦其子補拓東拓牙由獨遂率其眾臣於南詔,女妻其子補拓東妬牙由獨遂率其眾臣於南詔
Tale of Kieu 1872/page42a_13.jpg,春二月試太學生試法用暗寫,彦二月試太學生試法用贈寫
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_64b_2.jpg,林屯駐于東畬土塊地方烏合響應者殆以萬,林屯駐于東會上城地方烏合響應者殆以萬
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_1a_7.jpg,送到燕京吏部引奏宜降蒼官明帝問緣田俱,蓬到兼京吏部引奏宜降倉官明帝閣緣以俱
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_16b_5.jpg,諱側姓徵本姓雒峯州麋冷縣雒將之女,諱側姓徵本姓維峯州龍冷縣維将之女力
Tale of Kieu 1872/page77b_12.jpg,妾入家到即引夫拜謁然後進納土地人民威,委入家到即引夫拜謁然後進納土地人民威
Luc Van Tien/nlvnpf-0059-031_3.jpg,捕禄律及其黨下吏治開皇王聽斷禄律並伏誅,補禄律及其黨下吏治開皇王聽斷禄徃並伏誅
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_7b_9.jpg,征哀牢打等至哀牢先以遁走打等𢒎奏言哀牢,征哀牢打等至哀牢先以遁走打等𢒎奏言哀牢
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_7a_3.jpg,汝等坐視主辱曾不為憂身嘗國恥曾不為愧為,汝等坐視主辱曾不為憂身嘗國耶晋不為愧為
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_12a_3.jpg,部尚書黎伯籌為左檢點還西軍左都督黎舌,部尚書黎伯籌為左檢點邃西軍左都督黎苦
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_13b_13.jpg,詞連行遣陶師錫嘗見其書降為中,詞連行遣陶師錫嘗見其書降為中
Tale of Kieu 1866/page08a_1.jpg,諸營奇隊隨攻髙平莫孽有軍功者應加陞職,諸營竒隊隨攻萬平莫孽有軍功者應加陞職
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_1b_15.jpg,笑曰赦汝今汝已智辨煚又以吿守度守度恐事,笑曰赦汝今汝已智辨煚又以告守度寺度郡事
Luc Van Tien/nlvnpf-0059-052_11.jpg,齋進封莫登庸為安興王加九錫登庸迎接於,齋進封莫登庸為安興王加九錫登庸迎接於
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_10b_14.jpg,招本兵大小船一齊突戦奮擊中流斬賊将莅,昭本兵大小船一帝命漢蒼擊中浩斬城將祐
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_23b_1.jpg,國家自經兵燹英才秋葉俊士晨星太祖立國,國家自經兵縱英才秋業後士晨星太祖立國
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_25a_11.jpg,阮如堵提調大理寺卿權刑部右侍郎楊執中監,阮如堵提調大理寺卿權刑部右侍郎楊執中監
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_43a_6.jpg,兵徃蘇忠詞家迎還皇太子㱕京師女還父母家,兵徃蘇患詞家迎還皇太子歸京師女還父母家
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_11a_14.jpg,修需酒食以爲樂蜀軍逼近猶沉醉未醒乃吐血,密焉酒食以為樂罰軍逼近猶沉醉未圖乃陛㐌
Luc Van Tien/nlvnpf-0059-029_10.jpg,則禍之胎矣後宫苑池之逰則志荒矣外戚權,則禍之脱矣後宫宛池之遊則志荒矣外戚權
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_63b_6.jpg,以佐治功然慮各衙門官善惡混淆忠邪靡定,以佐治功然應各衙門官善惡混絹忠邪靡定
Tale of Kieu 1866/page030b_16.jpg,清化府至演州南界功成陞󰘊榖輔國上侯秋,清化府至演州南界功成陞󰘊殿鄭國上侯秋
Tale of Kieu 1872/page33a_9.jpg,鎮將皇令德匿之,鎮將黄令德匿之
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_52b_5.jpg,二十二日明憲宗崩,二十二日明憲宗崩
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_8a_1.jpg,其言於是奏錄舉道入仙籍季犛創葆清宫于,旨言於是奏録奉道入仙籍季犛創葆清宫于
Luc Van Tien/nlvnpf-0059-048_5.jpg,七歲尊生母倚蘭元妃爲皇太妃嫡母上陽太后,七歲尊生母倚蘭元妃為皇太妃嫡母上陽太后
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_17b_5.jpg,軍職者並宜都試如法每一試弓箭五枚手箭,軍職者並宜都試如法每一試弓箭五攻手爵
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_79a_3.jpg,書火阮權爲中書舍人如,諒州冬十月󰆑成廣德宫
Tale of Kieu 1871/page046_13.jpg,先是偽建國公起兵㨿建昌府築土壘于江,先是僞建國公起兵㨿建昌府築上壘于江江
Tale of Kieu 1866/page024b_19.jpg,今有妻子於各路縣社或他或著籍聽免贖命,今有妻子扵各路縣社或他未著籍聽免贖命
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_36b_0.jpg,及數年典章文物粲然大僃海内丕变爪哇,及數年典章文物寨然大僃海内丕变爪哇
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_1a_13.jpg,尺留于僊遊寺自春至夏不雨占城來貢,又留于僊遺寺自春至夏不雨占城來貢
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_9a_8.jpg,入試時提調監試等官責令撿󰁮監官公同搜,入試時提調監試等官責令擒󰁮監官公同搜
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_41a_8.jpg,帝既即位稱嗣皇告天地宗廟尊祖母長樂皇,帝既即位稱嗣皇告天地宗廟尊祖母長樂皇
Tale of Kieu 1871/page082_7.jpg,記中書監舍人吳寧書知尚寶監各局阮惠篆,記中書監舍人吳寧書知尙寳監各局阮惠篆
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_17b_1.jpg,國事皆陳守度所為閨門多慙德矣,國事皆陳守度所爲聞門多意德矣
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_99a_0.jpg,師禦冦掌印官倉卒藏宝玺於大明殿梁上但帶,師禦寇掌印官倉卒薦宅奎於大明殿梁上但帶
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_71a_0.jpg,大小戦船三百艘進討山南海陽各處海賊,大小戦船三百艘進討南海陽各處海口其
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_31a_0.jpg,夏五月定過回别籍令應得過回别籍而貫由,夏五月定過回别籍令應得過回别籍而貫猶
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_20b_4.jpg,舅始從容就道朝廷優加營河中一府及山南,舅始從容就道朝廷優加管河中一府及山南
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_68a_2.jpg,林知制誥旨揮御前武隊管領尔等自太祖,林知制誥旨揮御前武隊管領尔等自太祖祖
Tale of Kieu 1866/page011b_21.jpg,瀰淪海門諸軍駕海而行帝乘馬領步軍縁海岸,粥海門諸軍駕海而行帝棄馬領步軍綠海岸岸
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_14b_4.jpg,丁文左等並爲少保詠郡公譚景堅纘郡公鄭,子文左等並爲少保素郡公譚景堅鑚郡公鄭
Tale of Kieu 1872/page54b_5.jpg,乃出家迎接拜跪於前曰臣居僻境兵少良足,乃出家迎接拜號於前曰臣居辟境兵少粮足
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_17a_4.jpg,敢有徇情妄考吏部考覆不明吏科審駁不當,敢有徇情妄考吏部考覈不明吏科審騷不當
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_19a_1.jpg,春正月追徵賦税二月八日,春正月追徵賦税二月八日
Tale of Kieu 1872/page80a_10.jpg,并博稔永蓬等經畧使所列校旗軍同來本衛習,并普稔永蓬等經畧使所列校旗軍國來本衛習
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_24b_6.jpg,用官民出納買賣循習相效揀擇太過至是始,用官民出納買賣稍習相效揀擇太過至是始
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_8b_2.jpg,婢曰汝第出處處都有國法又涉獵史籍篤慕玄,婢弓汝第出處處都有國法又涉獵史籍篤慕玄
Tale of Kieu 1871/page091_7.jpg,字也東阿者陳氏也入地者北人入寇也木異再,字也東阿者陳氏也八地者北人入㓂也木異再
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_15b_6.jpg,以黎景徽為户部尚書,以黎景徽為户部尚書
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_1a_8.jpg,赴水死康北走明國詐稱陳氏子孫改名添平,赴水死康北走明國詐稱陳氏子孫改名添平
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_13b_6.jpg,于天地神祗聲罪致討命副都将太傅莅郡,于天地神祗聲罪𦤶討命副都将太傅莅郡
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_14a_8.jpg,揮𭁈大臣議定籃山山陵廟殿號正殿曰光德,揮與大臣議定籃山山陵廟獗號正殿日光德
Tale of Kieu 1871/page134_10.jpg,京北安豊僊𨒣東岸諸經兵處尤甚時主少國,京北安豐僊遊東岸詔經兵寇尤甚時王少國
Tale of Kieu 1871/page062_12.jpg,造神弩以爪爲機名曰靈光金爪神弩,造神弩以爪為機名曰靈光金爪神弩
Tale of Kieu 1871/page057_0.jpg,封爲誼王謚隆緒時鄭㯀逆謀既露其手下,對為請王諡隆緒時鄭㯀逆謀既露其于下
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_17b_6.jpg,郡公潘公績衛陽侯鄭栢等領兵出石路取雷,郡公潘公績衛陽侯鄭栢等領兵出石路取雷
Tale of Kieu 1872/page60b_6.jpg,初王爲世子入質於漢在長,初王為世子入歡在長在長
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_3a_8.jpg,往討賊于東城而回遇賊不䏻救應論罪絞死,徃討賊于東城而回遇賊不能救應論罪冦死
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_6a_1.jpg,右鴻庞氏自涇陽王壬戌受封與帝宜同時,右鴻庞氏自涇陽王壬子戊受封與帝宜同時
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_49a_1.jpg,春二月殺國公鄧悉,春二月殺國公鄧悉
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_9b_2.jpg,侍郎阮廷美審刑院同知馮文達如明賀即位,特郎阮廷羙審刑院同知馮文達如明賀即位
Luc Van Tien/nlvnpf-0059-025_10.jpg,興二年明天順四年,興二年明天順四年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_65a_0.jpg,嘉郡公亦歸順朝廷咸願給兵討賊又使定郡,将嘉郡公亦歸順朝廷歲願給兵討賊又使定
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_17b_7.jpg,受昭皇禅在位三十三年遜位十,受昭皇禪在位三十三年遂位十
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_14b_1.jpg,春會試天下士人取中格鄧,春會試天下士人敢中格鄧
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_21a_12.jpg,旨各處承宣承司使司府縣等官培築堤路九,旨各處承宣承司使司府縣等官培築堤路九
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_22a_4.jpg,逐一明白期本月中旬投納候閲定具本𬢱送,遂一明白其本月中旬投納候閲定具本長送
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_6a_4.jpg,疾諸吕擅權爲變不䏻獨制乃取他姓子爲孝惠,疾諸吕攄權為變不能獨制乃取他姓子為孝惠
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_20b_6.jpg,校書朱宋文翰林院撿討丁順等賀武宗即位,校書朱宗文翰林院檢討丁順等賀武宗即位
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_52b_0.jpg,十七󰀋四十峝四十原三十塲三十其清華乂,十七冊四十暠四十原三十塲三十其清華夕
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_93a_7.jpg,歷代帝王及功臣陵廟聽本縣具奏量給洒掃,歷代帝王及功臣陵廟聽本縣具奏量給船掃
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_57a_9.jpg,綬詣洛陽晉帝詔復其職封宛陵侯改冠軍將軍,滋請滛陽晋帝詔復其職封氣陵侯攻冠軍将軍
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_61a_6.jpg,黨數十人煽惑人心聚集成黨刼掠州縣分㨿,黨數十人燏或人心黎集皮黨刼掠州縣分㨿
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_12a_8.jpg,曰近歲以來旱蝗相仍災沴荐至宜省刑簿歛,曰近歳以來旱壁相仍災沴舊至宜省刑薄歛
