img_paths,labels,pred_labels
Tale of Kieu 1872/page53a_11.jpg,沛尼恒水𨔍些厚情,沛尼恒水𨔍些厚情
Tale of Kieu 1866/page060a_23.jpg,想娘𢧚吏体娘𧗱低,想娘𢧚吏体娘𧗱低
Tale of Kieu 1872/page42b_9.jpg,塘箕浽怒如支䋦愁,塘箕浽怒如支菊愁
Tale of Kieu 1871/page067_3.jpg,㐌洳䏾𢪀吏碑𠰘唭,㐌洳䏾特吏碑𠮿嘆
Tale of Kieu 1866/page037a_4.jpg,㐌󰝡命半󰘇蚤,㐌󰝡命半󰠮蚤
Tale of Kieu 1871/page105_8.jpg,役兵補𫽄𡨹𢭩,󰜋兵補拯群排
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_5b_2.jpg,御前東宮照舊,御前東宫照舊
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_22b_7.jpg,氣連環于暈外,歴陞癸于帝外
Tale of Kieu 1872/page28b_17.jpg,窻秋㐌怯𦑃外,窻秋㐌怯通外
Tale of Kieu 1871/page013_14.jpg,生陀固意待徐,生陀固意待徐
Luc Van Tien/nlvnpf-0059-003_7.jpg,名碎㐌𤎜㗂柴屯賖,各碎㐌𤎜㗂柴屯賒
Tale of Kieu 1871/page120_23.jpg,𦖑𠳒払拱𠄩唐信𪟽,𦖑𠳒払供𠄩唐信𪟽
Tale of Kieu 1866/page051a_2.jpg,師浪拱𫽄󰋇𥹰,師浪拱𫽄󰋇𥹰
Tale of Kieu 1871/page031_23.jpg,𧡊囂囂󰊄時咍姉𧗱,養圖𡮍𣦎時咍姉𧗱
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_6a_9.jpg,并爲,並為
Tale of Kieu 1871/page028_14.jpg,󰜋𠳒𡢐𠓀拱󰑼,󰜋𠳒𡢐𠓀拱󰑼
Tale of Kieu 1866/page023b_3.jpg,便鴻娘買𠴍𠳒𠳚郎,便鴻娘買𠴍𠳒𠳚郎
Tale of Kieu 1871/page097_22.jpg,娘浪義重𠦳𡽫,娘浪義重跡𡽫
Tale of Kieu 1866/page052a_16.jpg,抪身𧗱貝朝廷,沛身𧗱貝朝廷
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_24b_8.jpg,註云周后死後,旨云村有彘衡
Tale of Kieu 1866/page025b_8.jpg,𠳒𣦍東󰘚𥪞外,𠳒𣦍不󰘚𥪞外
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_21b_2.jpg,明永樂,明永樂
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_28a_2.jpg,明永樂,明永樂
Tale of Kieu 1866/page05b_13.jpg,取𠫾率𧡊應連占包,取𠫾卒𧡊應連占包
Tale of Kieu 1866/page050b_10.jpg,令󰄹傳𫴋内力,命軍傳𠁑内力
Tale of Kieu 1872/page65b_19.jpg,計包饒吏𤴬𢚸闭饒,計包饒吏𤴬𢚸闭饒
Tale of Kieu 1871/page119_11.jpg,𢝙尼㐌拮愁箕特芇,𢝙尼㐌拈愁箕特芇
Tale of Kieu 1872/page73a_5.jpg,𢝙尼㐌拮愁箕特芇,𢝙尼㐌拮愁箕特芇
Tale of Kieu 1872/page18b_9.jpg,󰖥絲渚𡭧填恩生成,𩯀絲渚𡭧填恩生成
Tale of Kieu 1872/page35a_14.jpg,娘浪𬮙隊恩𢚸,娘浪闭隊恩𢚸
Luc Van Tien/nlvnpf-0059-104_17.jpg,󰉨𢜠𠄩户𠬠茄成身,󰉨𢜠𠄩户𠬠茄成身
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_48a_4.jpg,偽信王,偽信王
Tale of Kieu 1872/page38b_4.jpg,妯昆冲道家庭,妯昆冲道家庭
Luc Van Tien/nlvnpf-0059-088_19.jpg,𫢩𧗱於𡶀翠微隐𠇮,𫢩𧗱於𡶀翠微混𠇮
Luc Van Tien/nlvnpf-0059-103_2.jpg,状元辝謝𦋦𧗱,状元辝謝𦋦𧗱
Tale of Kieu 1866/page047a_11.jpg,牢渚脱塊女兒常情,牢渚脱塊女兒常情
Tale of Kieu 1866/page017b_20.jpg,終𦝄𨷑󰜋嵬行,終𦝄𨷑󰜋鬼行
Luc Van Tien/nlvnpf-0059-048_9.jpg,庒咍𠊚󰡎馬尼󰑼埃,庒咍𠊚𠁑馬尼󰑼埃
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_9b_6.jpg,宋仁宗偵,宋仁宗祐
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_33b_10.jpg,故阮,故稱
Tale of Kieu 1866/page024b_2.jpg,󰜋󰟞都旦畧𡢐,󰜋󰟞都旦畧𡢐
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_4a_3.jpg,冲深也飛也虚也老,冲常也粮也虚也老
Luc Van Tien/nlvnpf-0059-084_17.jpg,同䦕󰋇淡𠫾𠓨細尼,同䦕󰋇淡𠫾𠓨細尼
Tale of Kieu 1871/page111_20.jpg,吏芒𥙩󰜋𫳘情,吏咍𥙩󰜋𫳘情
Luc Van Tien/nlvnpf-0059-051_12.jpg,魚浪户武扵𧵆,魚浪户武扵𧵆
Tale of Kieu 1871/page081_17.jpg,冲𡬼𡬷吏扱𨑮関山,冲禦𡬷吏扱𨑮関山
Tale of Kieu 1866/page030b_8.jpg,𠰺浪據法家刑,𠰺浪據法加刑
Luc Van Tien/nlvnpf-0059-016_15.jpg,㝵芇𦖑鄧㗂弹知音,㝵芇𦖑鄧㗂弹知音
Tale of Kieu 1866/page014b_0.jpg,󰜋𠳒船㐌淹潭,󰜋𠳒船㐌淹潭
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_22b_16.jpg,廣王,廣王
Tale of Kieu 1866/page065a_0.jpg,群緣枚吏群𠊛,群緣枚吏群𠊛
Tale of Kieu 1866/page068a_8.jpg,𠀧生㐌菲𨑮願,𠀧生㐌菲𨑮願
Luc Van Tien/nlvnpf-0059-094_4.jpg,状元連馭阻𦋦,拱元𨕭馭阻𦋦
Tale of Kieu 1872/page81b_15.jpg,𡗋㝵朱旦碑除買催,𡗋㝵朱旦碑除買催
Tale of Kieu 1866/page065a_11.jpg,酉𢚸箕丕群𠳒󰀎牢,酉𢚸箕丕群𠳒󰀎牢
Tale of Kieu 1872/page54b_8.jpg,世芇娘共沛𦖑,世芇娘共沛𦖑
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_4b_13.jpg,一云谷,一云名
Tale of Kieu 1871/page118_11.jpg,謝辞生買湥洡𧿨𦋦,謝辞生買湥洡𧿨𦋦
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_19a_1.jpg,晋天福,晋天福
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_72a_4.jpg,侍郎封梅嶺侯,侍郎封梅嶺侯
Luc Van Tien/nlvnpf-0059-009_19.jpg,尼昆婢膝𠸜󰑼金連,尼昆婵勝兜󰑼金連
Luc Van Tien/nlvnpf-0059-013_14.jpg,󰝸畨宋玉拱󰟴西詩,󰝸畨朱玉拱吝西詩
Tale of Kieu 1872/page79a_5.jpg,酉𢚸箕丕群𠳒𧘇牢,酉𢚸箕丕群𠳒𧘇牢
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_3b_14.jpg,一云,一云
Tale of Kieu 1872/page41a_13.jpg,浽𢚸埃扵𥪝𢚸麻𦋦,浽𢚸埃扵𥪝𢚸麻𦋦
Tale of Kieu 1871/page063_3.jpg,𠓀󰑼惵意𡢐些別情,𠓀󰑼惵意𡢐些別情
Tale of Kieu 1871/page106_22.jpg,㐌咍城算庙堂,㐌咍𢧚筭沛堂
Tale of Kieu 1872/page51b_15.jpg,𠯇𦖻𠳨吏花婢畧𡢐,𠯇𦖻𠳨吏花婢畧娄
Tale of Kieu 1872/page42a_2.jpg,特𠳒如𨷑𡬷𣘈,特𠳒如𨷑𡬷𣘈
Tale of Kieu 1866/page034a_16.jpg,特𠳒如𨷑𡬷𣘈,特𠳒如𨷑𡬷𣘈
Tale of Kieu 1871/page071_21.jpg,𠊛󰠳麻吏体𨕭𡎝塵,𠊛兜麻吏体𨕭𡎝塵
Tale of Kieu 1872/page66b_2.jpg,𠰺浪香火𠀧生,𠰺浪香火𠀧生
Tale of Kieu 1872/page82b_18.jpg,承家庄歇娘云,擧家庄歇󰠡毛
Tale of Kieu 1871/page083_1.jpg,舌𬓲蒂拱吏強極低,舌𥢆輦拱吏強𫽄低
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_39b_13.jpg,天覷果曲青衫,天覰果曲青移
Tale of Kieu 1866/page058b_20.jpg,用浪欺𨀈蹎𦋦,用浪欺𨀈蹎𦋦
Tale of Kieu 1866/page032a_1.jpg,或󰑼沖固爫牢庒󰑼,或󰑼冲固爫牢庒󰑼
Tale of Kieu 1871/page035_10.jpg,𧗱低自𠓀𣷭花,𧗱低自𠓀𣷭花
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_18b_8.jpg,即明,即明
Tale of Kieu 1871/page121_8.jpg,秀妑共馬監生,秀妑共馬監生
Tale of Kieu 1872/page36b_13.jpg,𠰺朱𦟐粉吏𧗱楼撑,𠰺朱𦟐粉吏𧗱楼撑
Tale of Kieu 1871/page062_23.jpg,世芇拱𫽄酉衝特芇,世芇拱𫽄酉衝特芇
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_84b_6.jpg,也先,也先
Tale of Kieu 1872/page23a_13.jpg,身𠦳鐄底污名𦟐紅,身𠦳鐄底汚名𦟐紅
Tale of Kieu 1872/page43b_16.jpg,唉喂呐歇事緣,𠳨喂呐歇事緣
Tale of Kieu 1866/page030b_18.jpg,𣴓𢚸生買𢪀溇,𣵲𢚸生買𢪀溇
Tale of Kieu 1871/page009_1.jpg,買共饒𣅶班𣈜㐌悁,買共饒𣅶班𣈜㐌捐
Tale of Kieu 1866/page017a_9.jpg,刻更㐌𠽖南楼󰋇囬,刻更㐌𠽖南楼󰋇門
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_17a_17.jpg,南北分爭紀,南北分争紀
Tale of Kieu 1866/page015a_20.jpg,役茹㐌暫從容,𭛣茹㐌暫從容
Tale of Kieu 1872/page07b_7.jpg,養生堆女󰖥絲渚填,養生堆女󰖥絲渚填
Tale of Kieu 1872/page26b_3.jpg,媒群𬂙󰘚娘它過𢬣,媒群𬂙󰘚娘它边𢬣
Luc Van Tien/nlvnpf-0059-078_12.jpg,些低拱固𠬠昆,些低拱固𠬠昆
Tale of Kieu 1866/page048a_21.jpg,𣈙󰏙倣㐌甘𢚸意渚,𣈙󰏙倣㐌甘𢚸意渚
Tale of Kieu 1872/page17a_11.jpg,固𠀧𤾓两役尼買吹,固𠀧𤾓两󰜋尼買吹
Tale of Kieu 1866/page013b_11.jpg,固𠀧𤾓两役尼買吹,固𠀧𤾓两役尼買吹
Tale of Kieu 1872/page67b_13.jpg,󰘚芇麻吏𨅸𥪝𡎝𠁀,󰘚芇麻吏𨅸𥪞𡎝𠁀
Tale of Kieu 1866/page037b_15.jpg,小姐沛𣇜買𧗱寧家,小姐沛𣇜買𧗱寧家
Tale of Kieu 1872/page14b_9.jpg,節𤾓𢆥女補𠫾𠬠𣈜,節𤾓𢆥女補𠫾𠬠𣈜
Luc Van Tien/nlvnpf-0059-068_9.jpg,㝵𡢐別固﨤堆庒󰑼,㝵𡢐別固﨤堆庄哭
Tale of Kieu 1872/page26a_10.jpg,昆箕㐌半朱些,昆箕㐌半朱些
Tale of Kieu 1872/page49a_9.jpg,沛欺𠇮吏㤕賒浽𠇮,沛欺𠇮吏㤕車挼𠇮
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_25a_15.jpg,善治也,書治也
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_16b_12.jpg,嘉積石於,嘉積石於
Tale of Kieu 1871/page065_15.jpg,朱𠊛𠶀板半船別𢬣,朱𠊛𠶀𣃣半船別𢬣
Tale of Kieu 1872/page74b_5.jpg,欣㝵知勇迎𡗶威灵,欧㝵細勇地𡗶威灵
Tale of Kieu 1871/page050_1.jpg,𨀈𠓨皮立恃䧺𦋦𢬣,𨀈𠓨皮立特䧺𦋦𢬣
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_45a_9.jpg,即至灵竜,即至灵縣
Tale of Kieu 1866/page025b_1.jpg,𨀈𠓨皮立恃䧺𦋦𢬣,𨀈𠓨皮立特權𦋦𢬣
Tale of Kieu 1872/page35b_3.jpg,添㝵㝵拱支𢚸貞西,添㝵耒拱支𢚸貞西
Tale of Kieu 1866/page038a_2.jpg,領𠳒娘買󰇾𦀊,領𠳒娘買󰇾𦀊
Tale of Kieu 1866/page067b_20.jpg,󰜋番知己共饒,󰜋番知己共饒
Tale of Kieu 1871/page102_16.jpg,朝廷貞󰜋谷𡗶,朝廷貞󰜋谷𡗶
Tale of Kieu 1871/page127_8.jpg,轎花𠽖逴卽時,轎花𠽖逴郎時
Luc Van Tien/nlvnpf-0059-099_7.jpg,本碎買曳𠬠吝嗔容,本碎買曳𠬠吝唭卒
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_31a_8.jpg,子黄,之子
Luc Van Tien/nlvnpf-0059-093_10.jpg,󰋇𠳒誓海盟山,󰋇𠳒誓海明山
Tale of Kieu 1872/page05a_8.jpg,㐌𢚸顕現朱𫀅,㐌𢚸頭現朱𫀅
Tale of Kieu 1872/page16b_7.jpg,沛𠸜称出󰑼尙半絲,沛𠸜称出南半絲𡨹
Tale of Kieu 1871/page093_21.jpg,󰊄𩄲平㐌旦󰠍埮𣾺,󰊄𩄲平㐌旦󰠍埮𣾺
Tale of Kieu 1872/page32b_10.jpg,別包𧊉也蜂淶,別包𧊉也蜂涞
Tale of Kieu 1866/page045a_3.jpg,世󰠃娘買賒𧵆咀嘆,世󰠃娘買賒𧵆咀嘆
Tale of Kieu 1871/page021_3.jpg,㗂牟派派如𡗶覩湄,㗂牟派派如𡗶覩湄
DVSKTT-1 Quyen thu/DVSKTT_thu_II_3b_8.jpg,至我,至我
Luc Van Tien/nlvnpf-0059-030_3.jpg,歆油固杜拱空𢧚耒,散油固杜拱老𢧚耒
Tale of Kieu 1872/page65b_2.jpg,浪娘𫵀分紅顔,浪娘㐌分紅顔
Luc Van Tien/nlvnpf-0059-104_0.jpg,阻𧗱渚及細茄,阻𧗱渚及細茄
Tale of Kieu 1871/page101_8.jpg,買咍前定𫽄啉,買咍前辰𫽄啉
Tale of Kieu 1871/page134_16.jpg,傷𢝙𪽝在𢚸尼,傷𢝙𪽝在𢚸尼
Tale of Kieu 1866/page067b_16.jpg,傷𢝙𪽝在𢚸尼,傷𢝙𦋦在𢚸尼
Tale of Kieu 1871/page081_13.jpg,𡑝秋𦝄㐌𠄽番𨅸頭,𡑝秋𦝄㐌𠄽番𨅸頭
Tale of Kieu 1872/page50a_15.jpg,𡑝秋𦝄㐌𠄽番𨅸頭,𡑝秋𦝄㐌𠄽畨𨅸頭
Tale of Kieu 1866/page067b_3.jpg,你𢚸𠊛󰉵𠳐𠳒󰜋番,体𢚸𠊛󰉵𠳐𠳒󰜋畨
Tale of Kieu 1871/page020_23.jpg,姅分戀主姅分思家,姅分繁主姅分恩家
Tale of Kieu 1872/page17a_2.jpg,底𠳒誓海盟山,底𠳒誓海明崇
Tale of Kieu 1871/page087_7.jpg,分𪬡油磊油埋在𠊛,分𪬡油磊油埋在𠊛
Tale of Kieu 1871/page092_9.jpg,倣信特󰜋𠄽分咍空,倣信特󰜋𠄽分咍空
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_37a_1.jpg,糧三千擔,𩯀二千摇
Tale of Kieu 1871/page089_7.jpg,別𠊛別󰘚別𢚸爫牢,別𠊛別󰘚別𢚸爫牢
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_47b_8.jpg,先上声野,建上惠争
Tale of Kieu 1871/page083_16.jpg,𠲝觥生買料𠳒,𠲝觥生買料𠳒
Luc Van Tien/nlvnpf-0059-061_5.jpg,𨉓尼𧯶易方芇別󰦓,𨉓尼𥪞易方芇別󰦓
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_37b_13.jpg,宋皇祐,宋皇祐
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_38a_6.jpg,宋皇祐,宋皇祐
Tale of Kieu 1872/page75a_13.jpg,㤕身沉浽𤴬𢚸合散,㤕身沉浽𤴬𢚸合散
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_2b_14.jpg,西名浪泊,聞為客道
Tale of Kieu 1872/page58a_9.jpg,㐌󰍹昆𬑉方𡗶󰝡󰝡,㐌󰍹昆𬑉方𡗶󰝡󰝡
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_1a_13.jpg,聖母皇,聖氷皇
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_29b_3.jpg,整儀仗上京,擊儀仗上京
Tale of Kieu 1871/page058_19.jpg,襘鞍㐌𧡊椿堂典尼,襘鞍㐌𧡊椿堂典尼
Luc Van Tien/nlvnpf-0059-043_7.jpg,法符㐌𨇜柴筭理芇,法符㐌府柴等理芇
Tale of Kieu 1871/page100_10.jpg,令󰄹傳𫴋内刀,令軍傳𠁑内刀
Luc Van Tien/nlvnpf-0059-055_19.jpg,悶𦋦朱塊埃𢴿些𠫾,悶𦋦朱𩲉埃朝些𠫾
Tale of Kieu 1866/page067a_9.jpg,路󰑼𧜖襘買𦋦瑟琴,路󰑼𧜖襘買𦋦瑟琴
Tale of Kieu 1871/page118_23.jpg,如燶肝鉄如胞𢚸𣘈,如燶肝缺如袍𢚸𣘈
Tale of Kieu 1872/page74a_17.jpg,𦀊緣𡢐吏嫁󰡲束郎,彼緣𨍦吏嫁󰡲束郎
Tale of Kieu 1866/page013b_8.jpg,𧡊娘孝重情深,𧡊娘孝重情深
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_58a_6.jpg,口由宜春左澳,口由宜春左澳
Luc Van Tien/nlvnpf-0059-082_8.jpg,傕又娘渚咀𦋦,催又娘渚咀𦋦
Tale of Kieu 1872/page48b_0.jpg,小姐吏𠽇𥙩娘,小姐吏醒𥙩娘
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_73b_7.jpg,阮金,阮金
Tale of Kieu 1871/page109_22.jpg,󰜋命荄䔲𤾓塘,󰜋命荄䔲𤾓塘
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_55a_1.jpg,即阮俊,化元日
Tale of Kieu 1866/page012a_9.jpg,浽茹䘮𩯀浽命賒吹,浽茹䘮𩯀浽命賒吹
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_90a_0.jpg,伍并汰出老攅造户籍,伊并疾出老撾造户籍造户籍
Tale of Kieu 1872/page62b_1.jpg,殺寃󰟯㐌潙潙𮗓𢚸,殺寃羕㐌潙潙競𢚸
Tale of Kieu 1871/page075_22.jpg,鄭念𢖵景家香,鄭念𢖵景家鄕
Tale of Kieu 1866/page038a_22.jpg,鄭念𢖵景家香,鄭念𢖵景家鄕
Tale of Kieu 1866/page027b_5.jpg,蹺嚴塘𨷑𡾵行臨淄,蹺嚴堂𨷑𡾵行臨淄
Tale of Kieu 1872/page42b_8.jpg,娘自隻䏾窻𦂛,娘自隻䏾窻𦂛
Luc Van Tien/nlvnpf-0059-079_14.jpg,儉浪娘呐差耒,儉浪娘呐差耒
Tale of Kieu 1871/page017_16.jpg,生浪樸畫皮耒,生浪樸盡皮耒
Luc Van Tien/nlvnpf-0059-076_3.jpg,妾願𠬠𬌓𢚸𣦍買払,妾願𠬠𬌓𢚸𣦍買払
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_45b_8.jpg,唐安縣,唐安縣
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_20b_9.jpg,反歸于莫,丙歸于莫
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_10a_9.jpg,傳演州高舍社,傅溝州高舍社
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_18b_5.jpg,事丙申唐,長興二年
Tale of Kieu 1872/page23b_3.jpg,急迡催拱𠬠吝󰑼催,急迡催拱𠬠吝󰑼催
Tale of Kieu 1866/page032a_9.jpg,束翁拱倍逐払寧家,束翁拱倍逐払寧家
Tale of Kieu 1871/page093_1.jpg,達床七宝圍幔八仙,達床七宝圍幔八仙
Tale of Kieu 1866/page065b_17.jpg,麻冲𨤰沛固𠊛固些,麻冲𨤰沛固𠊛固些
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_90a_6.jpg,明景泰,明景紊
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_25b_12.jpg,景公,索公
Tale of Kieu 1871/page128_0.jpg,重生恩𥘀𣷭𡗶,重生恩𥘀𣷭𡗶
Tale of Kieu 1872/page34a_14.jpg,生強𠬠醒𨑮迷,生強𠬠呌𨑮迷
Luc Van Tien/nlvnpf-0059-003_19.jpg,𠖈滝供𠊡𨖲𰎉拱安,𠖈滝供倖𨖲出拱安
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_3a_3.jpg,都峯州,都峯州
Luc Van Tien/nlvnpf-0059-073_7.jpg,頒朱钱泊給侯迻𠫾,願朱钱泊約徐侯迻
Tale of Kieu 1871/page122_1.jpg,捁𧗱㨂秩󰜋城臨淄,拮𧗱㨂秩󰜋城臨淄
Tale of Kieu 1871/page022_0.jpg,㐌朱𠓨堛布荆,㐌朱𠓨堛布荆
Tale of Kieu 1871/page046_19.jpg,群𡗉結𦹵唅㐌𧗱𡢐,群𡗉𠁑𦹵唅㐌𧗱𡢐
Tale of Kieu 1866/page011b_0.jpg,㐌朱𠓨堛布荆,㐌朱𠓨堛布別
Luc Van Tien/nlvnpf-0059-064_16.jpg,直浪埃𨔍奉仙,直浪埃𨔍奉仙
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_21a_4.jpg,矣讀本朝,矣讀本朝
Tale of Kieu 1871/page085_1.jpg,撩核𥹰拱固𣈜𢯏花,徐核𥹰拱固𣈜𢯏花
Tale of Kieu 1866/page051a_23.jpg,𡬷貞如拮梗苔覩𠫾,𡬷貞如拮𢧚苔覩𠫾
Tale of Kieu 1872/page06b_9.jpg,蓮鐄朗蕩如𧵆如賒,蓮鐄動蕩如𧵆如𡳃
Tale of Kieu 1871/page017_12.jpg,𨕭案筆架書同,𨕭案筆架書同
Tale of Kieu 1872/page64b_2.jpg,整󰀩接使倍傍,整󰀩浽使倍傍
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_34b_3.jpg,民皆遠遁,民皆違通
Tale of Kieu 1866/page065a_1.jpg,群暈𦝄泊群𠳒願初,群暈𦝄泊群𠳒願初
Tale of Kieu 1871/page075_11.jpg,𥊛潙故囯別󰠲󰑼茹,酷潙故囯樹󰠳󰑼茹
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_28b_12.jpg,農貢黄山石剥嘉,黒貢黄黃山石歸嘉
Luc Van Tien/nlvnpf-0059-007_5.jpg,呌蹺𨅸吏𤑟𢈱分戈,呌蹺𨅸吏𤑟𢈱分戈
Luc Van Tien/nlvnpf-0059-045_16.jpg,仙浪情畧󰒂𡢐,仙浪情畧󰒂𡢐
Tale of Kieu 1872/page54b_1.jpg,空仍渚易麻𠖤塘𡗶,窒仍渚易麻𠖤塘𡗶
Tale of Kieu 1872/page59a_0.jpg,娘浪󰡑分𬏝䜹,娘浪小分𬏝踈
Tale of Kieu 1871/page093_0.jpg,房貞所准清閒,󰠃貞所准情間
Tale of Kieu 1872/page16a_17.jpg,頭𬌥󰘚馭呦呦如㵢,頭楼󰘚馭㧅𣈜如衙
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_2b_9.jpg,安府,安府
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_1a_8.jpg,䧺王,權王
Tale of Kieu 1871/page108_6.jpg,䜹浪萡分曲尼,䜹浪萡分曲尼
Tale of Kieu 1872/page61b_1.jpg,㪯辕吏𢴑𠬠𦀊引𠓨,㪯撩吏𢴑𠬠𦀊月𠓨
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_2a_6.jpg,徵王,徵王
Tale of Kieu 1872/page51a_5.jpg,庄𤾓𢆥拱𠬠𣈜緣些,庄𤾓𢆥拱𠬠𣈜緣些
Luc Van Tien/nlvnpf-0059-078_7.jpg,庒荘臺阁拱行簮纓,庒莊寔閣拱行緣絲
Luc Van Tien/nlvnpf-0059-007_7.jpg,𠸜󰑼杜預号󰑼風來,𠸜󰑼杜預另󰑼風來
Tale of Kieu 1866/page025b_18.jpg,刼初㐌唪塘修,刼初㐌唪塘修
Tale of Kieu 1872/page21b_19.jpg,𨁪扲娘㐌𪭯𠓨湥巾,歸台娘㐌扲𠓨湥巾
Tale of Kieu 1866/page061b_8.jpg,𦖑𠳒都呐𤑟𤉜,𦖑𠳒都呐𤑟𤉜
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_5b_8.jpg,成事,成事
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_40a_9.jpg,爾噬臍况聖神將欲,爾薨𥊘况聖神将欲
Tale of Kieu 1866/page017b_17.jpg,𰐁制㐌𧿨𧗱𫅷歇綠,廊制㐌𧿨𧗱𫅷歇綠
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_13b_25.jpg,莊簡王,缺名
Tale of Kieu 1866/page037b_2.jpg,於低𦖻壁脉棱,於低𦖻壁脉棱
Tale of Kieu 1871/page131_15.jpg,氷傾緣買吟𠿯情初,󰡲傾緣買吟𠿯情初
Tale of Kieu 1872/page27b_5.jpg,旦調𤯩濁牢平托冲,旦調𤯩濁牢平托冲
Tale of Kieu 1872/page80a_17.jpg,氷傾緣買吟𠿯情初,水傾緣買㗂𠿯情初
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_16a_12.jpg,養子鈌,恭子也
Luc Van Tien/nlvnpf-0059-076_18.jpg,埃咍󰑼妸金連,埃咍󰑼妸金連
Tale of Kieu 1866/page028b_17.jpg,𢚸箕𡨹特常常󰑼庒,𢚸箕𪧚特常常󰑼庄
Tale of Kieu 1871/page113_15.jpg,渃吹俸㐌㵢寅羡尼,渃吹俸㐌㵢寅羡尼
Tale of Kieu 1872/page07a_1.jpg,共㝵𠬠會𠬠船󰠲車,共㝵𠬠管𠬠船危車
Tale of Kieu 1866/page037a_3.jpg,𦋦從隴縱拯衝皮芇,𦋦從隴縱𫽄衝皮芇
Tale of Kieu 1872/page58b_17.jpg,𢖵𠳒呐仍包除咍空,汝𠳒呐仍包陰咍空
Tale of Kieu 1866/page023a_2.jpg,󰜋払皮濯青春,󰜋払皮濯青春
Tale of Kieu 1866/page038a_11.jpg,󰟻潙故囯別兜󰑼茹,𥉰潙故囯𣈙兜󰑼茄
Tale of Kieu 1871/page038_11.jpg,𬋟湄退退圭𠊛󰜋身,𬋟湄退退圭𠊛󰜋身
Luc Van Tien/nlvnpf-0059-012_3.jpg,𢚸吱拱沛󰘚魚牢仃,𢚸𧘇拱沛󰘚魚牢仃
Tale of Kieu 1866/page012a_17.jpg,朱停𢚸几蹎𩄲𨤔𡗶,朱停𢚸几蹎𩄲𨤔𡗶
Tale of Kieu 1871/page005_6.jpg,吏強塢湥󰞺花,吏強塢湥󰞺花
